FOLDERRSN,PROPERTYID
11939728,2039957
11952444,2018928
11952444,2018929
11952444,2018998
11952444,2041185
11972035,310484
11972035,2033541
11974993,253229
11974993,2017536
11977691,324092
11977691,2017884
11979136,2018716
11979208,2047099
11982917,115580
11982917,2024218
11983252,762182
11983252,2011430
11983835,2025785
11984436,710234
11984436,2015868
11987516,682496
11987516,2018084
11987896,93603
11987896,2013468
11989752,2023899
11992135,2016088
11993172,2021453
11993172,2021509
11993172,2023707
11993172,2026535
11993172,2047109
11993210,2021495
11993210,2021511
11993210,2023693
11993210,2023715
11993210,2047110
11993211,2047155
11993212,2026534
11993212,2026536
12002915,2024413
12002915,2026508
12002915,2026514
12007637,871640
12007637,2032327
12028214,137786
12028214,2019603
12028843,163100
12028843,2017262
12030514,2022804
12030514,2022830
12034287,489554
12034287,2017906
12034289,2017599
12034289,3354730
12036344,2040060
12036537,617168
12036537,2020151
12036544,383318
12036544,2039007
12036618,137636
12036618,2019644
12036629,253085
12036629,2020808
12036834,322682
12036834,2019321
12037026,1040318
12037026,2041329
12037103,261104
12037103,2023893
12037125,217808
12037125,2019378
12037202,542037
12037202,2024762
12037629,741194
12037629,2025064
12037630,994635
12037630,2041432
12038194,2020555
12039508,655904
12039508,2025005
12040607,264788
12040607,2013073
12040677,802358
12040677,2015385
12041339,248191
12041339,2010384
12041550,246590
12041550,2011042
12041557,245574
12041557,2010915
12041855,544304
12041855,2020208
12043430,599180
12043430,2011696
12045466,555910
12045466,2006475
12046378,136634
12046378,2019438
12048433,321110
12048433,2010862
12048538,139598
12048538,2018900
12060288,2041238
12061357,2027525
12061357,2043067
12064128,253571
12064128,2016151
12072515,2019257
12072524,2019287
12072525,2019286
12073639,2019078
12077200,2019178
12077233,1025048
12077233,2040213
12078704,139580
12078704,2018900
12079449,5114962
12079607,212714
12079607,2019643
12080465,2024295
12080465,3220445
12081530,248717
12081530,2041341
12082891,2040662
12083984,105284
12083984,2019566
12084458,172221
12084458,2025051
12084647,242694
12084647,2023693
12084717,2024622
12086034,2021489
12086034,2021510
12092116,2044862
12092116,5121654
12092413,3261026
12092413,5407693
12095111,2010893
12095512,2041118
12095512,3303651
12095512,3303652
12095580,2018426
12095580,2037550
12097339,3429175
12097339,3429181
12097572,404936
12097572,2040628
12100220,2041449
12100569,2019079
12101644,167360
12101644,2018236
12101749,2018183
12101779,672932
12101779,2015900
12103319,2016682
12103501,2018557
12103501,3357871
12104440,270975
12104440,2041601
12104982,2044810
12105840,551864
12105840,3310212
12105841,563050
12105841,3310212
12106409,2019573
12106409,5422912
12107178,194013
12107178,2041161
12107645,2011716
12107645,5468473
12107720,613790
12107720,2022769
12107731,340358
12107731,2012992
12109011,246908
12109011,2011057
12110477,2017689
12110916,2018802
12110916,2018877
12114641,2040077
12114840,2024681
12114840,2041739
12115492,576746
12115492,2022934
12115492,2022958
12115888,140096
12115888,2018960
12115905,140072
12115905,2018959
12116354,706514
12116354,2023003
12116354,2023006
12116389,3381737
12116663,491522
12116663,2040534
12116669,2015248
12116695,495896
12116695,2032989
12116809,2010411
12116820,2016854
12116820,2016896
12116820,2016924
12116834,3359627
12117025,2017844
12117025,2017852
12117025,2017859
12117063,2017930
12118116,562778
12118116,2019299
12118262,881240
12118262,2012023
12119506,2017942
12119506,5407387
12119839,357693
12119839,2025104
12120813,3268205
12120991,3270869
12120991,3270880
12120991,3270881
12121035,2046318
12121581,137036
12121581,2019470
12121583,108764
12121583,2019234
12121585,807110
12121585,2011897
12121593,443330
12121593,2018795
12121595,327116
12121595,2018079
12121597,256562
12121597,2018046
12121600,304706
12121600,2021862
12121603,885206
12121603,2012310
12121605,354710
12121605,2015750
12121607,844082
12121607,2047457
12121608,94370
12121608,2017144
12121609,212246
12121609,2019589
12121610,224366
12121610,2013029
12122582,2024645
12122627,141464
12122627,2040734
12122849,157074
12122849,2020736
12123127,2018363
12123154,470139
12123154,2034200
12123362,445556
12123362,2040496
12123660,2017664
12123930,2019178
12124301,5080762
12124301,5080780
12124305,5080802
12124305,5080806
12124914,612454
12124914,2019218
12124949,296966
12124949,2017999
12124960,809936
12124960,2017661
12124966,604790
12124966,2019024
12124975,477242
12124975,2021909
12125033,2042755
12125169,2019661
12125934,2041855
12127334,2013615
12127334,2013623
12127334,2013626
12127594,273214
12127594,2040325
12127689,2038324
12128792,2022583
12128811,2019300
12128825,487976
12128825,2019727
12128909,642212
12128909,2022917
12128913,325304
12128913,2017741
12128941,499496
12128941,2022480
12128953,967430
12128953,2040685
12128994,142815
12128994,2022832
12130166,3295836
12130166,3554219
12130577,2006488
12130625,228632
12130625,2015945
12130629,365774
12130629,2033198
12130707,249609
12130707,2015680
12130711,323998
12130711,2040749
12130765,575810
12130765,2022851
12131143,2023279
12131143,5099665
12131854,2021057
12131854,5419726
12131935,252972
12131935,2041078
12131938,273214
12131938,2040325
12131940,313898
12131940,2015781
12131941,376515
12131941,2041187
12131944,408314
12131944,2040637
12132830,3308055
12133101,2037517
12133701,431744
12133701,2040800
12134364,726650
12134364,2015406
12134585,813525
12134585,2024178
12134587,122607
12134587,2041913
12134589,250764
12134589,2044933
12134608,2025861
12134875,176522
12134875,2019670
12134963,1026164
12134963,2041842
12134996,297376
12134996,2042062
12135041,2023241
12135041,2023245
12135041,2023254
12135041,2023259
12135041,2023263
12135041,2023282
12135041,2023290
12135041,2023298
12135041,2023304
12135041,2023316
12135041,2047162
12135064,237425
12135064,2036093
12135113,3360498
12135982,2026509
12135982,2026510
12135982,2041639
12136024,3260172
12136024,3260203
12136067,3260279
12136430,2016128
12136430,5661551
12136576,2018628
12137102,469545
12137102,2036033
12137107,2017062
12137108,230534
12137108,2040732
12137283,296968
12137283,2041697
12137431,493670
12137431,2033074
12137447,2016208
12137447,3115292
12138165,805832
12138165,2010788
12139330,2024554
12139530,632474
12139530,2016766
12139563,716060
12139563,2013624
12139818,757400
12139818,2012171
12140150,2018144
12140224,2008278
12140224,2008279
12140224,2008282
12140224,2008286
12140224,2008290
12140224,2008292
12140224,2039421
12140224,2039422
12140318,386895
12140318,2011472
12141080,833672
12141080,2042209
12141082,186542
12141082,2024718
12141083,3188226
12141084,2047162
12141084,3382556
12141086,2023899
12141086,5315519
12141087,976202
12141087,2041666
12141092,685594
12141092,2009490
12141095,1022367
12141095,3288142
12141102,1040883
12141102,2032275
12141164,754958
12141164,2015635
12141195,2016057
12141195,5427832
12141486,2018145
12141503,2018129
12142468,3267934
12142468,3267956
12142468,3267965
12142468,3267968
12142478,100784
12142478,2011356
12143204,2040101
12143253,225846
12143253,2015359
12143283,116090
12143283,2024167
12143294,496376
12143294,2019660
12143417,176360
12143417,2019629
12144338,2015994
12144338,5401482
12144774,2019228
12144908,823412
12144908,2025138
12144909,138584
12144909,2019447
12144930,881660
12144930,2011931
12145050,2010070
12145343,977822
12145343,3278676
12145934,524402
12145934,2011122
12146208,430108
12146208,2017931
12146303,2047458
12146513,839181
12146513,2012743
12146571,576704
12146571,2023032
12146584,593072
12146584,2016782
12146597,688484
12146597,2040656
12146781,2016860
12147120,2025273
12147120,3028804
12147438,257636
12147438,2018527
12147613,285920
12147613,2011093
12147995,2015768
12148186,800654
12148186,2040410
12148350,566342
12148427,2038631
12148451,2018130
12148593,287696
12148593,2017774
12148599,351410
12148599,2021714
12148616,235064
12148616,2040960
12148667,204074
12148667,2016394
12149107,2010995
12149313,847365
12149313,2016718
12149320,315464
12149320,2011464
12149569,115826
12149569,2034334
12149593,2022811
12149593,2022833
12149593,2022848
12149593,2022860
12149593,2022882
12149833,2040824
12149848,155910
12149848,2027883
12151258,734050
12151258,2022825
12151342,173344
12151342,2025824
12151757,847365
12151757,2016718
12151759,267663
12151759,2040792
12151761,404816
12151761,2040646
12151763,217930
12151763,2027766
12151855,2011842
12151855,2011853
12151855,2011889
12151855,2011932
12151855,2011959
12151872,2011395
12151872,2011453
12151884,2011360
12151884,2031831
12151899,2022520
12151899,2022556
12151907,2022718
12151907,2022723
12151907,2022729
12151907,2022744
12151907,2041451
12151919,2006439
12151919,2006488
12151919,2006515
12151919,2006545
12151919,2006559
12151919,2006570
12151919,2006575
12151919,3304072
12151919,3304073
12151919,5097371
12151919,5673714
12151927,2020461
12151927,2020469
12151927,2020494
12151927,2020505
12151927,2020510
12151927,2020525
12151927,2020541
12151927,2020566
12151927,2020593
12151927,2020636
12151927,2021700
12151927,2021718
12151927,2021723
12151931,2016832
12151931,2016891
12151931,2016911
12151931,2020426
12151931,2020439
12151931,2020452
12151931,2020472
12151931,2021904
12151931,2021905
12151931,2021906
12151931,2021907
12151931,2021908
12151931,2021912
12151931,2021922
12151931,2047047
12151931,2047094
12151938,2017265
12151938,2019780
12151941,2017004
12151941,2021741
12151941,2047048
12151941,3381894
12151941,3381898
12151945,2017139
12151945,2021903
12151945,2033761
12151953,3426881
12151956,2013040
12151956,2032139
12151967,2021678
12151974,2020613
12151974,2020654
12151977,2021023
12152001,2033447
12152436,5063051
12152436,5114966
12153168,616994
12153168,2020232
12153222,631196
12153222,2015861
12153363,1113588
12153363,2035740
12153522,2041046
12153606,68654
12153606,2030988
12153636,917996
12153636,2034257
12153679,198048
12153679,2006577
12153738,2019001
12153766,706190
12153766,2022944
12153967,506338
12153967,3257642
12154258,2039519
12154290,797402
12154290,2015538
12154341,165112
12154341,2039597
12154357,2018327
12154357,5567628
12154530,2016547
12154556,173815
12154556,2024376
12154604,460209
12154604,3193447
12154605,382964
12154605,3392500
12154608,120243
12154608,2038775
12154619,530288
12154619,2012115
12154644,2016547
12154644,2016573
12154980,475400
12154980,2017548
12155545,2010866
12155547,649557
12155547,2031592
12155549,61029
12155549,2006653
12155561,2011305
12155568,3378162
12155569,2017942
12155570,298490
12155570,2023795
12155574,293102
12155574,2011087
12155674,384214
12155674,2026445
12155701,2017549
12155800,2023878
12155967,882506
12155967,2012119
12156139,2026339
12156206,2011669
12156245,2022737
12156251,2018032
12156558,2015751
12156883,2022990
12156883,5125547
12157192,718574
12157192,2011784
12157194,248653
12157194,2021498
12157195,146876
12157195,2021331
12157196,487305
12157196,2034211
12157646,2038406
12157646,3189265
12157659,2017344
12157676,2017344
12157676,2017411
12157687,2017346
12157687,2033165
12157699,673118
12157699,2047034
12157710,2017242
12157716,2015573
12157929,252062
12157929,2033275
12157958,2019340
12157958,5583023
12158078,324777
12158078,2019488
12158809,250511
12158809,2039539
12158929,728180
12158929,2015927
12158932,252062
12158932,2033275
12159262,2005499
12159307,491714
12159307,2040515
12159622,2039001
12159662,2011730
12159816,3378859
12159816,3378886
12160100,2011853
12160100,2011889
12160157,2045959
12160157,2045960
12160277,263846
12160277,2021711
12160295,201854
12160295,2018011
12160627,252912
12160627,2017139
12160810,131676
12160810,2009547
12160817,336927
12160817,2008055
12160818,992372
12160818,2023286
12160879,2015421
12160983,2022745
12161235,108206
12161235,2019148
12161684,414526
12161684,3188348
12162228,2021869
12162238,2017173
12162321,2017056
12162332,71697
12162332,2026032
12162341,131970
12162341,2025734
12162424,592754
12162424,2016924
12162489,669986
12162489,2016657
12162507,613514
12162507,2024676
12162550,712928
12162550,2016284
12162582,899979
12162582,2007276
12162583,407812
12162583,2023490
12162584,249191
12162584,2025407
12162589,852728
12162589,2040235
12163530,2019511
12163925,2033058
12163927,2015962
12163929,242100
12163929,2033049
12163939,2015639
12163950,2016467
12163950,2016556
12163953,2016586
12163953,2019798
12163956,2016342
12163956,2016375
12163956,2016400
12163961,2016536
12163965,2040488
12163968,2033050
12164312,3152961
12164312,3324726
12164325,273494
12164325,2017617
12164327,606320
12164327,2018792
12164335,372554
12164335,2020213
12164374,87315
12164374,2025151
12164491,3359699
12164532,3260992
12164973,3263363
12164973,3263369
12164973,3263382
12164973,3263388
12164973,3355868
12165112,711849
12165112,2015074
12165147,182276
12165147,2023804
12165199,168142
12165199,2025971
12165300,771392
12165300,2017223
12165469,2020501
12165469,2020538
12165490,482476
12165490,2034324
12165951,2010225
12165960,319472
12165960,2010423
12166212,2019810
12166216,2036054
12166219,2012146
12166219,2012164
12166219,2012183
12166219,2012203
12166237,764289
12166237,2025893
12166243,2026336
12166396,680612
12166396,2039771
12166416,2041424
12166416,3131837
12166832,2021868
12167171,656144
12167171,2024929
12167192,2018124
12167192,2018140
12167279,251431
12168051,2040671
12168051,3110271
12168056,117171
12168056,2021137
12168759,734050
12168759,2022859
12168769,734050
12168769,2041577
12168966,2023223
12169914,797762
12169914,2015365
12170001,826376
12170001,2034300
12170018,825110
12170018,2034263
12170808,349102
12170808,2039567
12170892,396650
12170892,2010609
12171049,1006982
12171049,2033701
12171055,853652
12171055,2011900
12171079,575846
12171079,2034027
12171104,128079
12171104,3193385
12171185,2018758
12171187,2041245
12171193,2040572
12171193,2040602
12171195,2015934
12171195,2040590
12171195,2040595
12171196,2033032
12171196,2040573
12171286,2015930
12171286,2040623
12171431,946022
12171431,2025079
12171451,349172
12171451,2013837
12171617,400088
12171617,2010164
12171685,806138
12171685,2012061
12171688,892964
12171688,2011150
12171743,396428
12171743,2011760
12171995,628262
12171995,2016513
12172047,463838
12172047,2020474
12172096,756764
12172096,2012163
12172558,2007263
12172565,66607
12172565,2040221
12172703,2020790
12172703,2020832
12172782,661778
12172782,3327494
12172877,2024981
12173021,1045550
12173021,2033700
12173049,90500
12173049,2018376
12173050,251051
12173050,2043021
12173059,2010817
12173059,5401037
12173069,2020653
12173069,3661015
12173069,3661017
12173959,490394
12173959,2033032
12173978,2006887
12173978,3036595
12173987,798993
12173987,2033714
12173991,2041035
12174017,592166
12174017,2016856
12174025,2034040
12174056,504584
12174056,2031998
12174063,937340
12174063,2034387
12174454,2040374
12174558,2019657
12174588,606656
12174588,2012124
12174637,3257499
12174711,246179
12174711,2020914
12174872,511324
12174872,2026401
12174949,771398
12174949,2017223
12175054,861129
12175054,2025998
12175065,280114
12175065,2033256
12175179,609860
12175179,2022645
12175713,581181
12175713,2026337
11373832,435428
11373832,2011690
11512735,304713
11512735,2041864
11716464,743498
11716464,2023090
11760342,2022591
11760342,2022617
11798788,271298
11798788,2015365
11858263,445162
11858263,2019218
11861985,2019027
11861985,3393222
11864435,310034
11864435,2017540
11864435,2017547
11864940,78443
11870123,159873
11870123,2017092
11873722,2037917
11873722,3281121
11900268,204050
11900268,2016394
11914311,2017765
11926797,159909
11926797,2017092
11932252,159907
11932252,2017092
11941489,114896
11941489,2024399
11950986,128456
11950986,2018762
11955894,2017619
11962372,2036551
11977522,2016341
11980875,159833
11980875,2017057
11994752,121614
11994752,2033482
12004214,5418517
12004214,5418563
12007479,310034
12007479,2017540
12021050,245046
12021050,2020515
12021691,5470740
12021691,5470806
12022693,2018958
12022693,2018986
12022693,2019008
12022693,2019029
12022693,2019054
12022693,2019083
12022693,2019122
12022693,2019150
12022693,2019218
12025369,2011192
12025369,5619894
12046091,5463639
12046091,5463740
12048972,1024646
12048972,2006275
12073510,3268029
12073510,3268032
12073510,3268035
12073510,3268040
12073510,3268047
12073510,3268050
12073510,3500739
12075161,5404730
12075161,5404885
12077600,5414727
12077600,5414819
12079672,5414704
12079672,5414727
12079672,5414845
12083110,5463631
12083110,5463639
12083110,5463719
12083189,5316007
12083189,5361086
12083635,2024963
12084680,5463631
12084680,5463718
12085183,309782
12085183,2017619
12087449,5340905
12087449,5340974
12087471,5340905
12087471,5340989
12087479,5340905
12087479,5340975
12087534,5340905
12087534,5340980
12087548,5340905
12087548,5340981
12087585,5340905
12087585,5340982
12089815,5340905
12089815,5340979
12089865,5340902
12089865,5340952
12090084,5340902
12090084,5340953
12090090,5340902
12090090,5340954
12090454,5410952
12090454,5411005
12093233,5340924
12093233,5340947
12093664,551001
12093664,2031725
12093992,191666
12093992,2020504
12094002,2020446
12094002,3092514
12094013,2017678
12094643,5340922
12094643,5340949
12095040,5407735
12095040,5407780
12095775,5340924
12095775,5340946
12098792,286912
12098792,2018786
12098837,2017979
12098837,3221202
12099002,143243
12099002,2019126
12099056,2018983
12099214,718478
12099214,2011694
12100043,437013
12100043,2021848
12100045,263864
12100045,2021864
12100049,428660
12100049,2017940
12100055,200930
12100055,2018753
12100357,889838
12100357,2011314
12100734,5463631
12100734,5463722
12101396,5359768
12101396,5470762
12102530,722864
12102530,2017314
12102530,2017347
12103419,391688
12103419,2020791
12103422,267165
12103422,2041120
12103444,488582
12103444,2017697
12104406,799299
12104406,2018786
12104408,403052
12104408,2019891
12104409,604382
12104409,2018948
12104475,5410946
12104475,5410988
12105190,755751
12105190,2041257
12105194,149862
12105194,2033522
12105195,131732
12105195,2016950
12105199,191852
12105199,2020542
12105864,273974
12105864,2017569
12105864,2017665
12105992,5410946
12105992,5410994
12107112,5340902
12107112,5340968
12107133,5340902
12107133,5340951
12107151,5340884
12107151,5341039
12107160,5340922
12107160,5340948
12107200,5340902
12107200,5340969
12110102,237416
12110102,2017878
12110106,105057
12110106,2021137
12110109,247449
12110109,2041168
12110111,2018972
12110111,3093332
12110112,224750
12110112,2020800
12110113,203402
12110113,2020873
12110119,351278
12110119,2021709
12110142,5316010
12110142,5316065
12110783,3267820
12110783,3267823
12110783,3267824
12110783,3353305
12110824,2016704
12110826,133429
12110826,2019170
12110830,769994
12110830,2017364
12110831,768878
12110831,2017506
12111420,5125415
12111420,5125460
12114220,252963
12114220,2018690
12114225,252161
12114225,2021688
12114228,721598
12114228,2017638
12114229,274616
12114229,2021000
12114234,389576
12114234,2017485
12114238,1017062
12114238,2033128
12114317,589586
12114317,2019780
12114320,241432
12114320,2018712
12114321,91102
12114321,2017645
12114328,564860
12114328,2018926
12114335,2018568
12114335,2018625
12114335,3028859
12114346,2018826
12114346,3109274
12114362,253341
12114362,2033123
12114363,349240
12114363,2018725
12114701,3272862
12114701,3272864
12116294,5312760
12116294,5313141
12119052,2019282
12119328,5410722
12119328,5410726
12119777,311132
12119777,2021688
12120064,5410723
12120867,3321604
12120867,5066345
12122330,5306111
12122330,5306309
12122337,5306079
12122337,5306283
12122343,5410724
12122349,5410721
12122643,246865
12122643,2010170
12122966,2010365
12122966,2012477
12122966,2012481
12122966,2012483
12122966,2012688
12122966,2035882
12122966,2038092
12122966,2038093
12122966,2038094
12122966,2038095
12122966,2039720
12122966,2042753
12122966,2046536
12122966,3267834
12122966,3267835
12122966,3267837
12122966,3267838
12122966,3267858
12122966,3267880
12122966,3267895
12122966,3267898
12122966,3267934
12122966,3267956
12122966,3267965
12122966,3267966
12122966,3267968
12122966,3267969
12122966,3285842
12124396,202214
12124396,2017877
12124998,5404730
12124998,5404843
12126292,5262446
12126292,5262497
12127246,5410720
12127261,5410726
12127261,5410926
12127277,5410726
12127277,5410929
12127540,2019009
12129318,5413839
12129318,5413941
12131204,5399328
12131403,879254
12131403,2018505
12131933,5293742
12132854,5340902
12132854,5340963
12133346,2017578
12133972,2037131
12134739,5340905
12134739,5340983
12134957,5109755
12134957,5109844
12135042,5340905
12135042,5340993
12135060,5316007
12135060,5316061
12136404,5306081
12136404,5306289
12136411,5363244
12136411,5363512
12136637,2025273
12136857,5253225
12136857,5253316
12136940,900495
12136940,2041805
12137099,2025273
12137188,2019682
12138352,5340924
12138352,5340945
12141126,331706
12141126,2022416
12142226,2019035
12142980,2018929
12142982,2018989
12142983,2018687
12143427,3326472
12143427,5471032
12143438,2039878
12143546,300692
12143546,2023960
12143578,5573546
12143578,5573561
12143578,5573562
12143691,745636
12143691,2013707
12143861,253289
12143861,2040800
12143863,110166
12143863,2042864
12143864,1016205
12143864,2013712
12144032,2016832
12144105,971618
12144105,3274168
12144949,190304
12144949,2020553
12144972,430766
12144972,2047052
12144979,83523
12144979,2007032
12144980,559214
12144980,2011197
12144986,685064
12144986,2018021
12144993,253631
12144993,2016496
12144995,842048
12144995,2047270
12144998,247944
12144998,2010149
12145024,241918
12145024,2039061
12145033,243683
12145033,2010555
12145040,758372
12145040,2015789
12145045,666171
12145045,2032180
12145058,619911
12145058,2018417
12145074,1034624
12145074,2030744
12145168,245736
12145168,2011732
12145222,127666
12145222,2033501
12145234,189236
12145234,2020557
12145363,203426
12145363,2021527
12145383,252006
12145383,2018074
12145986,2018029
12146104,778202
12146104,2021425
12146388,364988
12146388,2017730
12146519,50583
12146519,2030976
12146576,248768
12146576,2011190
12146622,2018911
12146734,739106
12146734,2025170
12146749,2025270
12146761,206999
12146761,2007769
12146939,410715
12146939,2034754
12146982,563810
12146982,2019130
12147157,5312755
12147157,5313025
12147161,5410726
12147161,5410919
12147597,2018211
12147618,2019420
12147624,246564
12147624,2012194
12147668,937340
12147668,2034387
12147674,573296
12147674,2022508
12147687,3310385
12147820,319166
12147820,2039727
12147822,115104
12147822,2030853
12147827,175322
12147827,2019749
12147828,538214
12147828,2020199
12147935,146114
12147935,2019316
12148019,5410946
12148019,5410990
12148801,5410726
12148801,5410927
12148810,2020600
12148896,725354
12148896,2017542
12149228,715964
12149228,2036054
12149361,2034095
12149361,3072345
12149626,234591
12149626,2006449
12149660,5410726
12149660,5410928
12149665,5410726
12149665,5410920
12149671,2016964
12149671,5304889
12149750,2018844
12149819,2017538
12149839,668702
12149839,2015805
12149841,200516
12149841,3269219
12149873,206999
12149873,2007769
12149920,811502
12149920,2016750
12150292,597650
12150292,2016903
12150624,212264
12150624,2019573
12150669,94005
12150669,2033113
12150677,259082
12150677,2018454
12150712,114974
12150712,2024437
12150718,2017630
12150718,2017754
12150747,722204
12150747,2017593
12150799,147062
12150799,147068
12150799,2021356
12150807,2006865
12150905,5353292
12150905,5353444
12150922,636908
12150922,2018813
12150935,121818
12150935,2012124
12150973,2041015
12150982,3304220
12150982,3304221
12150992,324590
12150992,2018057
12151021,373802
12151021,2006436
12151089,2034306
12151147,2024164
12151232,2020143
12151232,2020167
12151251,2035735
12151255,2020078
12151255,2020094
12151255,2020118
12151255,2021750
12151262,2028074
12151271,2010888
12151271,2010924
12151271,2010961
12151271,2011015
12151287,2022913
12151287,2041544
12151295,2008267
12151295,2008270
12151295,2008273
12151295,2008275
12151295,2012694
12151295,2012707
12151295,2012716
12151295,2039438
12151295,2046977
12151362,2017637
12151415,746606
12151415,2040527
12151435,431852
12151435,2033318
12152064,431852
12152064,2033318
12152231,480584
12152231,2015352
12152304,5312758
12152304,5312875
12152321,5312758
12152321,5312872
12152391,385226
12152391,2007927
12152402,355016
12152402,2015699
12152471,2006040
12152525,2041778
12152614,242642
12152614,2016165
12152651,958172
12152651,2030947
12152670,732674
12152670,2041253
12152671,552752
12152671,2016926
12152833,539198
12152833,2040152
12152924,363489
12152924,2028192
12153027,583202
12153027,2039848
12153078,123273
12153078,2028307
12153218,2018868
12153271,711028
12153271,2040483
12153327,563810
12153327,2019129
12153368,261447
12153368,2006223
12153414,2009846
12153515,5312758
12153515,5312878
12153613,554649
12153613,2024448
12153644,143961
12153644,2023749
12153785,110955
12153785,2022830
12153881,858734
12153881,2016127
12153912,782150
12153912,2024893
12154051,792872
12154051,2026156
12154166,2020317
12154502,5410726
12154502,5410923
12154507,5426779
12154507,5426811
12154514,5312758
12154514,5312877
12154613,297394
12154613,2016492
12155002,256130
12155002,2017953
12155097,5410967
12155097,5411085
12155276,2046318
12155287,5059188
12155287,5059193
12155379,3270881
12155426,368096
12155426,2036114
12155479,313550
12155479,2015808
12155546,2023911
12155609,254322
12155609,2006288
12155673,365084
12155673,2033201
12155677,2019386
12155677,2019390
12155763,2047216
12155895,911180
12155895,2013450
12156050,750842
12156050,2026178
12156278,497522
12156278,2019904
12156307,325406
12156307,2017785
12156500,2015828
12156553,2022876
12156646,664641
12156646,2032291
12156657,2015860
12156708,2015660
12156708,2015761
12156708,2015921
12156708,2015938
12156751,2015922
12156783,2024182
12156783,2024209
12156789,2015895
12156820,112130
12156820,2024344
12156866,5426779
12156866,5426810
12156887,111950
12156887,2024344
12157038,5413841
12157038,5413916
12157062,2032169
12157093,2021516
12157100,1025558
12157100,2039609
12157162,554883
12157162,2024431
12157201,777747
12157201,2027769
12157451,290888
12157451,2012516
12157518,733647
12157518,2027078
12157544,628244
12157544,2016547
12157578,3350633
12157783,5413841
12157783,5413903
12157793,265088
12157793,2013055
12157884,297394
12157884,2016492
12157908,399021
12157908,2042148
12158036,2042149
12158061,2023527
12158262,136820
12158262,2019442
12158291,3772845
12158362,156841
12158362,2042946
12158492,5312755
12158492,5313018
12158546,451863
12158546,2047189
12158554,108728
12158554,2019234
12158580,140042
12158580,2018861
12158766,815336
12158766,2025901
12158804,2016547
12158843,5312722
12158843,5312733
12158843,5312837
12158887,744812
12158887,2024697
12159026,2018822
12159115,2018802
12159308,693056
12159308,2023254
12159359,100982
12159359,2011289
12159406,396350
12159406,2011816
12159446,2040525
12159446,5417599
12159446,5574412
12159921,307995
12159921,2039846
12159922,962852
12159922,2032090
12159923,147171
12159923,2006026
12160273,767576
12160273,2031844
12160280,291794
12160280,2039898
12160350,293229
12160350,2020020
12160503,257116
12160503,2016427
12160619,2041197
12160740,100917
12160740,2024743
12160830,5312760
12160830,5313126
12160851,5413841
12160851,5413914
12160922,2041107
12160982,2019765
12161157,678194
12161157,2011866
12161157,3083049
12161175,633422
12161175,633458
12161175,2011867
12161189,2011926
12161189,2011937
12161189,2011964
12161189,2011999
12161189,2012043
12161189,2012077
12161189,2012127
12161208,633560
12161208,2031893
12161237,882668
12161237,2012042
12161322,5135078
12161323,3188316
12161323,5464201
12161364,169180
12161364,2041239
12161384,246067
12161384,2010895
12161405,436324
12161405,2039519
12161452,3371438
12161452,5416019
12161519,299007
12161519,2040588
12161524,670869
12161524,2032169
12161561,749510
12161561,3261215
12161562,403395
12161562,2026750
12161679,5407737
12161679,5407769
12161713,5676776
12161755,2018740
12161876,1007132
12161876,2034681
12161966,142916
12161966,2023903
12162017,2040535
12162017,5333203
12162057,859190
12162057,2033051
12162127,2015815
12162127,5574171
12162208,134787
12162208,3382437
12162223,2042209
12162242,2028206
12162242,2042246
12162242,3540403
12162265,2008216
12162279,2012926
12162279,2012954
12162355,595808
12162355,2016275
12162381,2019021
12162397,1007570
12162397,2031659
12162455,157425
12162455,2009969
12162523,181142
12162523,2023717
12162566,2019275
12162578,2018837
12162669,2018761
12162969,5353282
12162969,5353502
12163065,5316010
12163065,5316072
12163073,415340
12163073,2022815
12163114,71174
12163114,2042073
12163177,2018844
12163284,2019354
12163394,2010309
12163394,2010318
12163410,2019296
12163411,110426
12163411,2024291
12163496,2033123
12163505,629708
12163505,2033123
12163566,180021
12163566,3261216
12163568,5413841
12163568,5413923
12163886,2012075
12163886,3046557
12163959,134000
12163959,2011814
12164099,991466
12164099,2007829
12164134,719018
12164134,2011647
12164333,2041642
12164337,5573534
12164337,5573536
12164342,5573571
12164342,5573590
12164356,5573546
12164356,5573559
12164369,260948
12164369,2023995
12164751,609962
12164751,2022662
12164771,248312
12164771,2011219
12164841,499106
12164841,2022480
12164936,2027078
12164936,2027079
12164936,2027081
12164952,2008227
12164952,2039344
12164981,2026344
12165029,5413835
12165029,5413869
12165036,5413839
12165036,5413935
12165140,3267820
12165140,3267823
12165140,3353306
12165163,2011418
12165176,2018720
12165421,5413841
12165421,5413915
12165470,432110
12165470,2016724
12165638,3195025
12166141,863558
12166141,2047107
12166231,277982
12166231,2016060
12166232,380498
12166232,2038899
12166293,368594
12166293,2022398
12166304,2041200
12166314,593936
12166314,2016685
12166666,2024171
12166667,82356
12166667,2042199
12166682,143178
12166682,2041111
12166686,864944
12166686,2034229
12166773,2013752
12167002,241430
12167002,2016350
12167022,232544
12167022,2041270
12167318,2011752
12167347,771068
12167347,2017152
12167402,2034163
12167491,885368
12167491,2012310
12167516,5312638
12167516,5312739
12167516,5312989
12167936,126615
12167936,2041986
12168088,2034182
12168180,979191
12168180,2047153
12168219,210464
12168219,2019689
12168226,137702
12168226,2019603
12168414,783962
12168414,2024652
12168568,1018983
12168568,2039597
12168740,382983
12168740,2025061
