FOLDERRSN,PROPERTYID
12141324,2018344
12141324,2037554
12141324,2037555
12141485,2038023
12141526,2038007
12141632,879296
12141632,2041207
12141943,2015317
12141943,2015318
12141943,2015351
12141943,2015378
12141943,2015423
12141943,2015460
12141943,2015553
12141943,2015645
12141943,2015676
12141943,2015703
12141943,2015725
12141943,2015746
12141943,2015780
12141943,2015837
12141943,2016023
12141943,2016075
12141943,2016136
12141943,2016227
12141943,2040533
12141943,3303730
12141943,3303733
12142109,713085
12142109,3267696
12142433,3267934
12142433,3267956
12142433,3267965
12142433,3267968
12142505,2017372
12142505,2017381
12142842,2013469
12142842,2013482
12142842,2013496
12142842,2032302
12142842,2033448
12142842,2040372
12142842,3288209
12142842,3288210
12142842,3337020
12142842,3337021
12142862,2047667
12142862,2047668
12142862,2047669
12142862,2047670
12142862,2047671
12142862,2047672
12142862,2047673
12142862,2047674
12142862,2047675
12142862,2047676
12142862,2047677
12142862,2047678
12142862,2047679
12142862,2047680
12142862,2047681
12142862,2047682
12142862,2047683
12142862,2047684
12142862,2047686
12142862,2047687
12142862,2047688
12142862,2048233
12142862,2048234
12142862,2048235
12142862,2048236
12142862,2048239
12142862,2048240
12142862,2048243
12142862,2048249
12142862,2048251
12142862,2048254
12142862,2048257
12142862,2048259
12142862,2048261
12142862,2048263
12142862,2048265
12142862,2048267
12142862,2048526
12142862,2048527
12142862,3274309
12142862,3274315
12142862,3274323
12142862,3274324
12142862,3274326
12142862,3274424
12142862,3274426
12142862,3291316
12142862,3291322
12142862,3315520
12142862,3315527
12142862,3315551
12142862,3315602
12142862,3315606
12142862,3315607
12142862,3315609
12142862,3315611
12142862,3315617
12142862,3347373
12142862,3350620
12142862,3350621
12142876,2025348
12142876,2025382
12142876,2025431
12142876,2026275
12142876,2026276
12142876,2037182
12142876,2037498
12142876,2037499
12142876,2037500
12142876,2037501
12142876,2037502
12142876,2037503
12142876,2037504
12142876,2037505
12142876,2037507
12142876,2037508
12142876,2037509
12142876,2037510
12142876,2038137
12142876,2038138
12142876,2038139
12142876,2038140
12142876,2038141
12142876,2038142
12142876,2038145
12142876,2038146
12142876,2038344
12142876,2038345
12142876,2043055
12142876,2047164
12142876,3259330
12142876,3259331
12142876,3259334
12142876,3259335
12142878,2022091
12142878,2023869
12142878,2023876
12142878,2023902
12142878,2023929
12142878,2023930
12142878,2023948
12142878,2024027
12142878,2024058
12142878,2024095
12142878,2026557
12142878,2026639
12142878,2034252
12142878,2034256
12142878,2041285
12142878,2041466
12142878,2041471
12142878,3293817
12142878,3293831
12142878,3293854
12142878,3293857
12142878,3293865
12142878,3293868
12142878,3293871
12142878,3293872
12142878,3293877
12142878,3293883
12142878,3293884
12142878,3293886
12142878,3293887
12142878,3293888
12142878,5063660
12142890,2021218
12142890,2021230
12142890,2021237
12142890,2021271
12142890,2021290
12142890,2021300
12142890,2021306
12142890,2021309
12142890,2021325
12142890,2021335
12142890,2021336
12142890,2021353
12142890,2021359
12142890,2021367
12142890,2021368
12142890,2021372
12142890,2021377
12142890,2021378
12142890,2021379
12142890,2021380
12142890,2021391
12142890,2021393
12142890,2021402
12142890,2021405
12142890,2021425
12142890,2021427
12142890,2021451
12142890,2021476
12142890,2021478
12142890,2021481
12142890,2021504
12142890,2021594
12142890,2023696
12142890,2023726
12142890,2033654
12142890,2033662
12142890,2033667
12142890,2033669
12142890,2034215
12142890,2035572
12142890,2041291
12142890,3194809
12142890,3194812
12142890,3194813
12142890,3194816
12143832,2010591
12143832,3268156
12143832,3268157
12144097,2015334
12144097,2015365
12144229,2023711
12144229,2033698
12144229,2034207
12144714,2009523
12144714,2009568
12144714,2009670
12144714,2038224
12144714,2038230
12144714,3263821
12144714,3263822
12144714,3263824
12144714,3263825
12144714,3263851
12144714,3263854
12144714,3264254
12144714,3264255
12144714,3264257
12144714,3264258
12144714,3304102
12144714,3304103
12144714,3355868
12144892,3257863
12144892,3257864
12144918,2011471
12144969,137786
12144969,2019603
12145627,2023054
12145650,2034059
12145662,2041995
12146000,2015330
12146000,2015594
12146000,2040525
12146000,5574422
12146139,255654
12146139,2018844
12146139,2018866
12146669,2018623
12146669,2018643
12146696,2018145
12146714,2018634
12146804,2042946
12146807,2023023
12146809,2033300
12146931,2019091
12146931,2019109
12147319,192425
12147319,2003514
12147334,2039168
12147364,5418355
12147364,5418361
12147440,5114227
12147448,5114241
12148105,2017891
12148105,2017912
12148105,2017944
12148105,2017964
12148242,2017874
12148242,2017891
12148242,2017912
12148242,2017944
12148242,2017964
12148807,2016566
12148807,2016606
12148807,2016607
12148807,2016694
12148807,2016770
12148807,2016806
12148807,2017302
12148807,2017333
12148807,2017337
12148807,2017387
12148807,2017410
12148807,2017420
12148807,2017441
12148807,2040824
12148807,2040885
12148807,3257972
12148807,3316417
12148807,3316418
12148807,3377267
12148807,5076910
12148807,5363774
12149067,2006671
12149153,2025982
12149585,2046721
12149585,2046723
12149585,5567409
12149677,546813
12149677,3260804
12149757,2028302
12149847,2017578
12150085,2018099
12150142,2017042
12151145,3272488
12151145,3272492
12151208,2005997
12151208,2006012
12151208,2006040
12151208,2039168
12151257,3502751
12151408,2019137
12151431,348819
12151431,2015575
12151447,2027770
12151447,2027803
12151447,2027804
12151447,2042133
12151447,2043073
12151447,2048492
12151568,163037
12151568,163081
12151568,2028302
12151591,156779
12151591,2017754
12151591,2017755
12151964,2029964
12152079,2030581
12152247,273008
12152247,2018253
12152247,3373935
12152247,3373936
12152272,3376244
12152419,2009902
12152419,2038416
12152447,3200107
12152447,3200117
12152447,3200125
12152465,154449
12152465,2011034
12152570,2022370
12152570,2022371
12152570,2022373
12152570,2022374
12152570,2023212
12152570,2023215
12152570,2023224
12152570,2023678
12152570,2033970
12152570,2033972
12152570,2033976
12152570,2034206
12152570,2036109
12152570,2041796
12152570,2047134
12152579,2037255
12152579,2037256
12152579,2037257
12152579,2037258
12152579,2037259
12152579,2037260
12152579,2037261
12152579,2037262
12152579,2037263
12152579,2037264
12152579,2037265
12152579,2037266
12152579,2037267
12152579,2037268
12152579,2037269
12152579,2037270
12152579,2037271
12152579,2037272
12152579,2037273
12152579,2037274
12152579,2037275
12152579,2037276
12152579,2037277
12152579,2037278
12152579,2037279
12152579,2037280
12152579,2037281
12152579,2037282
12152579,2037283
12152579,2037284
12152579,2037285
12152579,2037286
12152579,2037287
12152579,2037288
12152579,2037289
12152579,2037290
12152579,2037291
12152579,2038148
12152579,2038149
12152579,2038150
12152579,2038151
12152579,2038152
12152579,2038154
12152579,2038155
12152579,2038157
12152579,2038158
12152579,2043079
12152579,3287314
12152579,3772837
12152579,5057940
12152579,5057954
12152579,5122511
12152579,5124100
12152582,2028012
12152582,2028013
12152582,2028016
12152582,2028017
12152582,2028027
12152582,2028028
12152582,2028030
12152582,2028031
12152582,2028050
12152582,2028055
12152582,2028057
12152582,2028059
12152582,2028064
12152582,2028072
12152582,2028073
12152582,2028075
12152582,2028076
12152582,2028084
12152582,2028091
12152582,2028094
12152582,2035262
12152582,2035263
12152582,2035264
12152582,2035269
12152582,2035270
12152582,2035271
12152582,2035272
12152582,2035273
12152582,2035279
12152582,2035280
12152582,2035802
12152582,2035803
12152582,2035804
12152582,2035805
12152582,2035806
12152582,2038156
12152582,2038159
12152582,2038160
12152582,2038161
12152582,2042196
12152582,2042201
12152582,3194778
12152582,3194779
12152582,3194781
12152582,3504446
12152877,2024153
12152927,3267969
12153001,3189290
12153199,2018635
12153345,2018597
12153590,3287314
12153590,3772837
12153590,5124100
12153598,2028133
12153598,2028158
12153598,3295753
12153598,3351184
12153732,210759
12153732,2022811
12153824,3379512
12154178,2022817
12154178,2022835
12154178,2022851
12154178,2022876
12154178,2022887
12154178,2041526
12154178,2041560
12154730,2018778
12154730,2018821
12154730,2018822
12154730,2018845
12154730,2018920
12154793,3261025
12154799,2040306
12154878,2037903
12154878,2037904
12154928,2011814
12154982,696884
12154982,2047085
12155042,219230
12155042,2023711
12155083,3261205
12155083,3261208
12155087,564933
12155087,2034736
12155257,2031857
12155271,2033348
12155298,424449
12155298,2019955
12155341,391929
12155341,2019971
12155390,3190725
12155459,879584
12155459,2019229
12155565,116576
12155565,2038583
12155601,208589
12155601,2006544
12155615,3261803
12155615,3261819
12155659,2041581
12155709,2016095
12156175,340010
12156175,2039965
12156231,143178
12156231,2041111
12156236,2038940
12156502,2019208
12156729,3268040
12157972,2013462
12157994,2019624
12158074,2018859
12158074,2018876
12158074,2018888
12158074,2018906
12158074,2018917
12158074,2018936
12158074,2018942
12158074,2018962
12158074,2018987
12158074,2019012
12158074,2019038
12158074,2019062
12158074,2019105
12158095,2046411
12158095,5560952
12158121,2040566
12158122,428582
12158122,2018144
12158130,211766
12158130,2019509
12158142,428582
12158142,2018145
12158150,428582
12158150,2018129
12158316,2019661
12158316,2019690
12158497,5560950
12158691,2019126
12158694,2024422
12158702,2017892
12158707,2024423
12158707,2024442
12158710,2015327
12158755,2017945
12158774,2011665
12158774,2011714
12158894,2039165
12158944,2016070
12158944,2016126
12159000,2020980
12159000,2021027
12159000,2021830
12159000,2021831
12159016,293650
12159016,2016627
12159142,2046721
12159196,2015663
12159753,2015792
12159753,2015878
12159971,5293742
12160020,425476
12160020,2022667
12160037,2018710
12160110,3261198
12160110,3261201
12160131,2023861
12160131,2023873
12160131,2023895
12160131,2047138
12160497,2018892
12160551,2040525
12160551,5468612
12160552,2007742
12160553,143568
12160553,2019150
12160720,2037906
12160720,5692385
12160724,2041197
12160892,2018681
12160939,2019758
12161338,2023334
12161338,3109251
12161340,2023337
12161346,408369
12161346,2023290
12161351,571287
12161351,2023262
12161356,304719
12161356,2041864
12161365,2023245
12161373,574653
12161373,2034101
12161378,633958
12161378,2023254
12161381,2023356
12161391,856653
12161391,2023348
12161396,789231
12161396,2034202
12161551,201713
12161551,2041335
12161553,152912
12161553,2040975
12161760,260282
12161760,2021431
12161787,2021413
12162301,3261026
12162421,2019821
12162629,2040509
12162661,2041986
12162672,3257494
12162679,2016372
12162681,2019150
12162979,2012236
12162979,5243404
12163019,2021453
12163532,2016652
12163532,5470683
12163549,2017490
12163549,2017539
12163549,2017578
12163616,2017372
12163616,2017380
12163616,2017381
12163616,2017384
12163616,2017463
12163616,2017497
12163616,2017546
12163616,2017618
12163625,2018597
12163768,2037525
12163768,3073982
12163833,2019208
12163833,2019214
12163833,2019235
12163833,2019250
12163842,2018743
12164279,2017944
12164279,2018014
12164281,2015479
12164441,2017918
12164441,2017945
12164611,563810
12164611,2019129
12164790,2041197
12164803,2041197
12164815,2016042
12164815,2021270
12164832,2019130
12164862,2020600
12165070,3195016
12165121,2017944
12165283,2017820
12165283,2017830
12165283,2017892
12165283,2040991
12165296,2017820
12165296,2017830
12165296,2017892
12165296,2040991
12165337,2017410
12165373,2037543
12165432,2036046
12165453,2047138
12165683,2041245
12165907,2006526
12165907,2039359
12165922,2018504
12165922,2018580
12165922,2018762
12165922,2041132
12165946,2018695
12165946,2018719
12165946,2018720
12166292,2039158
12166373,2018135
12166373,2018215
12166759,163214
12166759,2016755
12167236,5292645
12167236,5293048
12167268,2038005
12167268,3516086
12167276,644631
12167276,2013766
12167310,2046744
12167538,2019340
12167873,2034020
12167883,2041504
12167899,2024177
12167968,2016194
12167968,2016302
12167968,2019752
12167968,2019814
12167968,2019816
12167968,3316813
12167968,3316814
12168041,3373935
12168130,2047043
12168190,2019126
12168351,5063051
12168351,5114966
12168401,2006062
12168401,2006068
12168401,2039194
12169437,2023175
12169437,2034090
12169474,3257486
12169512,3329899
12169535,92594
12169535,2019354
12170092,3426112
12170096,2048647
12170096,2048648
12170457,573356
12170457,2022491
12170484,2018130
12170512,246461
12170512,2026337
12170690,2047458
12170955,2015594
12170955,2015663
12170955,2015734
12170983,321142
12170983,2013486
12171009,2013486
12171013,2010811
12171013,2010814
12171013,2012543
12171013,3268105
12171013,3268106
12171013,3268108
12171013,3268109
12171496,2009876
12171496,2009895
12171531,2017688
12171531,2019816
12171531,2021701
12171531,2026539
12171716,2020732
12171716,2020769
12171716,2020770
12171871,2018458
12171871,2018500
12172717,3377267
12172717,5363372
12173062,2013003
12173062,2013017
12173062,2013049
12174124,2028561
12174124,2044897
12174124,2045196
12174124,3325133
12174124,3325137
12174433,762987
12174433,2018755
10157098,275606
10157098,2020876
10536196,2017039
10536196,2017108
10536196,2017198
10536196,2017295
10536196,2017377
10536202,2017190
10536202,2017193
10536202,2017196
10536202,2017199
10536202,2017205
10663128,2024043
10663128,2024070
10663129,2024044
10663129,2024046
10663129,2024050
10663129,2024074
10663130,2024002
11450565,426753
11450565,2022884
11491818,533948
11491818,2015327
11683371,2047524
11683371,3142376
11692350,2019185
11692350,2019233
11692350,2019273
11738340,813080
11738340,2023714
11807894,656438
11807894,2034490
11904756,209294
11904756,2011448
11968436,766886
11968436,2031859
11968482,200763
11968482,2019825
11985721,2018853
11988270,846027
11988270,2039116
11988326,978632
11988326,2006526
11988347,381320
11988347,2038980
12028871,2024058
12028871,5425662
12034300,256765
12034300,2017286
12034301,173006
12034301,2016416
12034305,685844
12034305,2017910
12036355,244973
12036355,2016470
12036576,335708
12036576,2020420
12038911,2024058
12038911,5425662
12039831,428402
12039831,2041078
12040669,91034
12040669,2017775
12040944,629714
12040944,2033123
12040947,471069
12040947,2009822
12040952,500948
12040952,2020422
12040975,554061
12040975,2010738
12041326,474902
12041326,2017836
12041328,555710
12041328,2020104
12041568,354224
12041568,2015822
12041701,252205
12041701,2019043
12041842,1021412
12041842,2016084
12041846,746990
12041846,2040393
12041851,108688
12041851,2039450
12043422,695480
12043422,2020069
12043428,751461
12043428,2019846
12043431,3189327
12061753,3426112
12061753,5064883
12090621,2044995
12090645,2037903
12110742,2038331
12110742,2038372
12110742,5369172
12115969,2022952
12115969,2022954
12115969,2022965
12115969,2022969
12115969,2022978
12115969,2022979
12115969,2022991
12115969,2022995
12123329,895556
12123329,2015894
12123340,686402
12123340,2016262
12123344,532016
12123344,2015579
12123348,686852
12123348,2016266
12123355,491732
12123355,2040515
12123358,408950
12123358,2040642
12123618,724748
12123618,2017329
12124839,2018895
12124883,711566
12124883,2019824
12124940,890252
12124940,2011305
12124945,173588
12124945,2011671
12124951,297224
12124951,2017928
12124954,908048
12124954,2024445
12124956,682706
12124956,2017988
12124959,556664
12124959,2016214
12124978,657500
12124978,2033444
12124980,2024665
12124984,180746
12124984,2023752
12124986,383883
12124986,2041191
12124987,607478
12124987,2011666
12124988,756554
12124988,2012224
12125102,2019230
12125116,261578
12125116,2023905
12126017,171338
12126017,2016397
12126065,116948
12126065,2020844
12126126,299900
12126126,2024060
12126158,2013737
12126255,270166
12126255,2015311
12126273,2007846
12126281,294710
12126281,2018407
12126325,2042730
12126398,562790
12126398,2019299
12126406,799094
12126406,2012253
12126414,258776
12126414,2018455
12126436,616688
12126436,2022669
12126448,806546
12126448,2031894
12126483,261752
12126483,2023911
12126735,426339
12126735,2011453
12126736,101432
12126736,2011453
12126739,101390
12126739,2011453
12127256,346120
12127256,2018059
12127267,253303
12127267,2017044
12127282,2018068
12127282,2018154
12127295,248659
12127295,2020705
12127300,2016894
12127300,2016951
12127309,131912
12127309,2016916
12127315,131894
12127315,2016899
12129157,2018621
12129157,2041144
12129157,2044015
12129157,2044016
12129352,287780
12129352,2017688
12129356,334310
12129356,2024187
12129359,770990
12129359,2017152
12129364,766016
12129364,2011710
12129368,361658
12129368,2017997
12129371,2018931
12129371,5467817
12129374,829406
12129374,2040400
12129375,631058
12129375,2015860
12129376,677888
12129376,2011662
12129512,2019208
12130350,2017638
12130350,5468097
12131208,2019787
12131263,3321906
12131320,2020735
12131349,2018622
12131368,2016950
12131768,209690
12131768,2011354
12131794,248000
12131794,2011244
12131803,755624
12131803,2015452
12131836,349274
12131836,2040036
12131892,475484
12131892,2017362
12131900,2016170
12131902,395900
12131902,2011957
12131907,871334
12131907,2032333
12131908,173150
12131908,2011738
12131911,505172
12131911,2005654
12131916,481784
12131916,2011703
12131918,589424
12131918,2017372
12131924,910070
12131924,2041641
12132519,2018907
12132519,3363637
12132679,2026384
12132679,5573326
12133055,809834
12133055,2017670
12133474,465866
12133474,2006562
12133549,2010942
12133566,853784
12133566,2040356
12133597,866054
12133597,2023878
12133632,264272
12133632,2040867
12134738,421316
12134738,2042755
12135305,829028
12135305,2013588
12137277,662648
12137277,2023046
12137356,2015994
12137356,5401482
12137375,1028235
12137375,2033511
12137384,530990
12137384,2011960
12137419,3288134
12137419,5071431
12137735,189398
12137735,2020623
12137784,364304
12137784,2040953
12137823,190058
12137823,2020644
12137833,289538
12137833,2019436
12137841,840728
12137841,2012259
12137852,641012
12137852,2022861
12138564,225272
12138564,2039993
12138587,590692
12138587,2019210
12138644,137312
12138644,2019511
12138661,682262
12138661,2018108
12138673,866600
12138673,2034268
12138710,334412
12138710,2024187
12138720,850994
12138720,2011676
12138729,295550
12138729,2018685
12138988,684213
12138988,2013258
12139000,181323
12139000,2010170
12139004,757364
12139004,2012183
12139006,381746
12139006,2038929
12139008,520592
12139008,2016440
12139009,359498
12139009,2011558
12139010,607275
12139010,2008039
12139011,722888
12139011,2017494
12139012,244881
12139012,2006449
12139013,393980
12139013,2016406
12139116,2033278
12139116,5365131
12139118,2033278
12139118,5365132
12139124,2015258
12139166,303488
12139166,2024085
12139177,606458
12139177,2018789
12139179,327140
12139179,2018039
12139181,324260
12139181,2018248
12139182,1118968
12139182,2018248
12139185,779654
12139185,2021368
12139191,264512
12139191,2020393
12139198,2019577
12139212,564332
12139212,2018902
12139222,830648
12139222,2020056
12139228,2033396
12139448,852872
12139448,2040235
12139803,696770
12139803,2033380
12139821,140078
12139821,2018960
12139845,2026376
12140090,2017084
12140090,2017137
12140090,3381889
12140107,2012236
12140107,5243404
12140123,446769
12140123,2015996
12141162,2018025
12141162,2018048
12141680,536348
12141680,2041419
12141838,2017555
12141848,571040
12141848,2041367
12141908,698338
12141908,2022522
12141910,609572
12141910,2022522
12141913,322970
12141913,2019297
12141920,361154
12141920,2037458
12141925,363314
12141925,2019227
12141926,780410
12141926,2021357
12141927,280022
12141927,2011409
12141937,398084
12141937,2010385
12141940,317126
12141940,2010315
12142662,2019424
12142662,2019440
12142679,499826
12142679,2020484
12142687,725954
12142687,2017518
12142694,725996
12142694,2017480
12143111,902558
12143111,2026409
12143139,537644
12143139,2020302
12143664,617744
12143664,2020162
12143678,2018557
12143678,3377433
12144073,2022521
12144118,3502751
12145414,315692
12145414,2011514
12145449,319767
12145449,2007705
12145460,480572
12145460,2015352
12145626,245562
12145626,2011897
12146450,455612
12146450,2033106
12146466,178100
12146466,2033185
12146496,2031766
12146572,861380
12146572,2041791
12146627,599828
12146627,2011843
12146641,599810
12146641,2011843
12146685,828908
12146685,2013561
12146693,2019813
12146707,757448
12146707,2012147
12146711,326330
12146711,2017634
12146726,718070
12146726,2011876
12146727,887630
12146727,2040466
12146730,355922
12146730,2011725
12146731,2026401
12146732,889760
12146732,2011343
12146733,523730
12146733,2038233
12146736,575985
12146736,2042098
12146740,626006
12146740,2016756
12146742,246863
12146742,2013187
12146985,771380
12146985,2017223
12147650,3773857
12147650,3773887
12147650,5067796
12147650,5067798
12147654,2031841
12147656,5091279
12147656,5091311
12147657,5068040
12147657,5068090
12147658,5091372
12147659,5095847
12147660,5091336
12147661,2006455
12147663,677642
12147663,2011596
12147665,205412
12147665,2011614
12147683,248693
12147683,2019886
12147684,265130
12147684,2013063
12147685,530966
12147685,2011960
12147686,1160448
12147686,2037030
12147688,828926
12147688,2013561
12147690,216382
12147690,2032324
12147691,637310
12147691,2018464
12147692,718658
12147692,2011907
12147693,5134150
12147693,5134156
12147694,365084
12147694,2033201
12147695,5381768
12147695,5381900
12147696,5381775
12147696,5381910
12147697,246618
12147697,2031826
12147700,778322
12147700,2021446
12147702,248666
12147702,2040084
12147704,666374
12147704,2016210
12147707,288644
12147707,2019462
12147708,293870
12147708,2012531
12147986,2016129
12147994,253898
12147994,2039924
12148092,2019765
12148104,635960
12148104,2010785
12148109,285974
12148109,2011100
12148603,2011766
12148673,2011737
12148673,3507662
12148754,2018569
12148772,2036931
12148781,865964
12148781,2023938
12148814,786098
12148814,2041288
12148992,2022776
12149076,428582
12149076,2018144
12149224,614120
12149224,2041499
12149241,201740
12149241,2041740
12149245,754797
12149245,2015081
12149271,796694
12149271,2015309
12149380,301256
12149380,2026394
12149388,301034
12149388,2026382
12149394,781484
12149394,2024707
12149400,837548
12149400,2026128
12149568,2022507
12149568,5571326
12149573,830408
12149573,2042871
12149781,789884
12149781,2040448
12150051,616760
12150051,2022683
12150335,2010365
12150335,2012481
12150335,2012483
12150335,2042753
12150335,3285842
12150997,559184
12150997,2011197
12151013,609962
12151013,2022662
12151027,541022
12151027,2031625
12151113,492626
12151113,2040556
12151220,830018
12151220,2020082
12151245,605252
12151245,2019108
12151349,178047
12151349,2041039
12151439,222350
12151439,2012916
12151481,204644
12151481,2016537
12151522,887498
12151522,2015257
12151589,2024306
12151623,2021399
12151671,111416
12151671,2041614
12151683,778112
12151683,2021395
12151687,255428
12151687,2017576
12151690,90752
12151690,2017576
12151693,846314
12151693,2040439
12151698,248702
12151698,2040084
12151703,824168
12151703,2026479
12151707,209804
12151707,2011353
12151708,481928
12151708,2011703
12151712,616539
12151712,2019278
12151714,256046
12151714,2017953
12151716,108320
12151716,2019123
12151724,242045
12151724,2021556
12151725,2040644
12152260,673142
12152260,2047034
12152267,181154
12152267,2023717
12152280,825980
12152280,2024020
12152297,252794
12152297,2041234
12152319,524852
12152319,2011192
12152366,902360
12152366,2026407
12152372,469448
12152372,2006362
12153259,111584
12153259,2024383
12153375,326810
12153375,2018196
12153549,3376244
12153561,2041586
12153587,2012482
12153600,2010366
12153605,2046537
12153733,214832
12153733,2033291
12153745,2025118
12153745,5575072
12153922,364226
12153922,2017648
12153986,176162
12153986,2019578
12154304,398060
12154304,2010419
12154454,250817
12154454,2016739
12154535,175274
12154535,2019748
12154538,633206
12154538,2040379
12154703,749300
12154703,2024832
12154714,260900
12154714,2023995
12154749,616334
12154749,2022751
12154762,2025176
12154778,2022930
12154911,214442
12154911,2019538
12155126,2037131
12155126,3302244
12155142,290618
12155142,2031953
12155173,180824
12155173,2023771
12155188,153531
12155188,2040768
12155395,246082
12155395,2021733
12155420,520532
12155420,2016501
12155934,2017558
12155964,2020067
12155968,245203
12155968,2040398
12155979,245203
12155979,2040398
12155995,726974
12155995,2040506
12156009,133490
12156009,2011831
12156018,854270
12156018,2011949
12156053,137348
12156053,2019541
12156144,911084
12156144,2042825
12156168,324878
12156168,2017829
12156813,2023198
12157358,2040679
12157390,2022591
12158563,648214
12158563,2019789
12158576,245149
12158576,2010848
12158583,208766
12158583,2011181
12159153,192020
12159153,2020529
12159618,884894
12159618,2012298
12159692,2010078
12159741,203252
12159741,2020872
12159766,859341
12159766,2040392
12159773,2018564
12159773,5472272
12159928,2020316
12159970,215354
12159970,2033278
12159975,2018746
12159975,5373738
12160161,553532
12160161,2017041
12160175,2019001
12160175,2033310
12160612,2019049
12160612,2041210
12160623,2019027
12160623,2019050
12160652,118652
12160652,2013331
12160685,604652
12160685,2019024
12160686,251084
12160686,2011358
12160692,777872
12160692,2021349
12160698,605048
12160698,2019067
12160703,137012
12160703,2019465
12160704,251449
12160704,2023085
12160708,2042290
12160712,153327
12160712,2028292
12160713,947054
12160713,2028281
12160721,233864
12160721,2019065
12160722,639170
12160722,2018229
12160834,392708
12160834,2018123
12160980,131819
12160980,2034882
12161049,244652
12161049,2010994
12161066,2020069
12161066,3349301
12161132,2017250
12161142,900428
12161142,2025206
12161159,882254
12161159,2012035
12161172,862484
12161172,2047107
12161293,244370
12161293,2010995
12161313,2018024
12161313,2018090
12161355,91748
12161355,2018755
12161370,826010
12161370,2034291
12161669,809876
12161669,2017670
12162407,766214
12162407,2011710
12162419,328328
12162419,2018663
12162488,182981
12162488,2018663
12162500,770624
12162500,2017204
12162514,395414
12162514,2011834
12162519,570680
12162519,2022543
12162524,246687
12162524,2011673
12162527,2024610
12162528,315128
12162528,2011490
12162529,175844
12162529,2019537
12162532,777890
12162532,2021349
12162536,2024460
12162540,829766
12162540,2040716
12162543,2045466
12162543,3110858
12162547,261314
12162547,2023954
12162548,561578
12162548,2011292
12162549,866588
12162549,2034268
12162551,316437
12162551,2024124
12162556,607058
12162556,2012012
12162560,217484
12162560,2021345
12162942,327531
12162942,2016405
12162999,2023189
12162999,2041725
12163039,2016525
12163348,641318
12163348,2022826
12163353,400856
12163353,2019163
12163361,241461
12163361,2019213
12163363,296654
12163363,2018017
12163366,184766
12163366,2021531
12163368,2017582
12163368,3072531
12163451,682778
12163451,2018010
12164046,904916
12164046,2024159
12164154,2018147
12164154,2047098
12164273,2019275
12164273,5616983
12164278,786086
12164278,2041288
12164284,263624
12164284,2020492
12164290,561405
12164290,2024076
12164293,256880
12164293,5671975
12164295,364988
12164295,2017730
12164296,811640
12164296,2016797
12164302,671798
12164302,2016664
12164304,2012990
12164405,731960
12164405,2041258
12164411,185138
12164411,2041303
12164493,349712
12164493,2017548
12164581,457310
12164581,2022550
12164588,260180
12164588,2036093
12165123,630842
12165123,2015895
12165134,2028281
12165134,2028292
12165134,2028309
12165134,2028310
12165134,2028565
12165134,2028567
12165134,2028568
12165134,2042280
12165307,245737
12165307,2021386
12165587,2011513
12165587,2011519
12165587,2011534
12165587,2011542
12165614,2011514
12165614,2011538
12165804,289442
12165804,2019386
12165895,637358
12165895,2018464
12165939,2018536
12165952,592166
12165952,2016856
12165982,2016947
12165993,568418
12165993,2022744
12166035,808874
12166035,2040882
12166039,616862
12166039,2022707
12166042,481658
12166042,2011736
12166048,601784
12166048,2011124
12166059,685340
12166059,2017933
12166332,635012
12166332,2010820
12166376,259700
12166376,2023687
12166395,2024271
12166395,3271177
12166410,121506
12166410,2032090
12166430,466844
12166430,2006507
12166762,2016514
12166762,2016542
12166856,183110
12166856,2023768
12167012,244052
12167012,2011377
12167438,2017957
12167438,2017985
12167568,288704
12167568,2046748
12167579,2041940
12167733,184502
12167733,2041312
12167744,217058
12167744,2023719
12168338,2017493
12168338,5315689
12168396,533066
12168396,2015341
12168515,2033327
12168817,780440
12168817,2021481
12168872,436749
12168872,2047128
12169054,829274
12169054,2013606
12169055,882656
12169055,2012042
12169730,754556
12169730,2015758
12169755,607184
12169755,2011797
12170216,2047007
12170586,2023217
12170836,2018659
12170836,3291577
12171118,2021347
12171119,755852
12171119,2032983
12171120,778724
12171120,2042026
12171121,354710
12171121,2015750
12171122,706136
12171122,2022930
12171129,2022505
12171280,444542
12171280,2018589
12172135,2020599
12172315,260654
12172315,2023943
12172719,2020599
12172781,2018091
12172781,2018126
12172798,558734
12172798,2011260
12174155,360962
12174155,2018110
12175385,242881
12175385,2033026
10474986,2019330
10499476,2023131
10499476,2023673
10499477,2034075
10509001,783230
10509001,2024681
10609992,2016634
10609996,2016424
10609997,2016670
10640163,2015384
10640163,2015428
10640163,2015472
10647841,568154
10647841,2022716
11605431,2018769
11605431,2018799
11605431,2033249
11784341,3267755
11784341,3267758
11784341,3267766
11784341,3267769
11805518,2030787
11805518,2035902
11805519,2007006
11805520,2007175
11805520,3193184
11818553,520850
11818553,2020108
11841950,2022372
11875789,2017613
11875789,2017667
11875789,2017720
11875790,2033193
11875792,2016128
11875792,2033085
11875792,2040662
11875793,2017683
11875793,2040956
11875798,2017719
11875798,2017726
11875798,2017740
11875798,2017752
11923859,2019250
11923861,2019189
11923861,2019214
11923861,2019235
11923861,2041215
11938445,2017247
11938446,2017197
11938446,2017222
11938446,2017266
11938447,2017261
11938447,2042898
11938449,2019866
11938449,2019867
11938450,2017249
11938450,2017253
11938450,2017257
11938604,2040872
11938957,2013113
11938957,2013119
11938957,2013135
11939003,135302
11939003,135308
11939003,2031959
